word,frequency
"clouds
",1
"sum.
",1
do?,1
"well!""
",1
space.,3
corners,3
"remonstrance,",1
"itself,
",1
magnificently,1
far-off,1
"perspective,
",1
"displeased,",1
butted,1
"waistcoat.
",1
discreet,1
sample,1
Stryver?,1
"peculiarity
",1
"pervaded
",1
self-abnegating,1
"Co.
",1
"Stryver?""",1
"character.
",2
visit,1
"word.""
",1
"""Oh",6
afar,4
"going,""",2
confidentially,1
desk:,1
"whereupon,",1
desk,2
rubbing,3
"dubiously.
",1
"meaning,""",1
"""is,",1
"course,",3
"friendly
",2
"appreciative,",1
desire.,1
But-,1
"really,",1
"Stryver--""",1
"paused,",2
oddest,1
compelled,1
"add,
",1
"internally,",1
slapping,1
contentious,2
"wider,",1
"understand
",2
"hanged!""
",1
"towards
",2
feather,1
"pen.
",1
"""D-n",2
"""am",2
"eligible?""
",1
"eligible!""",1
"eligible,",1
"eligible.""
",1
"prosperous?""",1
"prosperous,",2
"prosperous,""",1
"advancing?""
",1
advancing,2
delighted,1
"admission,",1
"""nobody",1
"meaning,",4
"Lorry?""",2
perceptibly,1
"crestfallen.
",1
I--,1
Were,1
"now?""",3
"""Straight!""",1
plump,3
fist,1
"desk.
",1
"wouldn't,",2
"""Why?""",1
"corner,""",1
"forensically
",1
forefinger,4
bound,11
"go?""
",3
"""Because,""",1
"succeed.""
",1
"ME!""",1
Cried,1
beats,2
"everything.""
",1
"angry
",1
"""Here's",1
years-,2
experience-,1
"Bank,""",1
summed,1
"success,",3
all!,4
Says,1
"on!""",1
infinitely,1
success,2
"lady;
",1
"probable,",3
mildly,1
tapping,1
"elbows,",1
deliberate,1
mincing,4
"Fool?""
",1
"Stryver,""",1
"reddening,",1
disrespectful,1
lips;,3
man-,1
"not-
",1
"coarse,",2
"overbearing,",1
restrain,3
disrespectfully,1
"giving
",1
necessity,6
blood-vessels,1
angry;,1
"veins,",1
courses,1
"turn.
",2
"let
",3
sucked,2
ruler,1
hitting,1
tune,1
toothache.,1
awkward,1
"saying:
",1
"advise
",1
myself-,1
"bar?""
",1
"Stryver?""
",1
"correctly.""
",1
"is,""",3
"laugh,
",2
"ha,",2
ha!-,1
justified,1
trusted,1
"both,",4
spoken.,3
"seeking,
",1
recollect.,1
"I!""",1
whistling.,1
"third
",1
parties,2
"suppose
",1
quarters;,1
"bread-and-butter
",1
nonsense.,1
characterise,1
"myself.
",1
flushing,1
not-,5
characterised,1
"breathing.""
",1
"""There!",1
"pardon!""",1
"""Granted.",1
"Well,",3
say:-,1
painful,4
"mistaken,",1
"painful
",1
explicit,2
committing,1
representing,2
correct,1
advice,2
"judgment
",2
dissatisfied,2
test,1
soundness,1
"if,
",1
sides,4
spared.,1
"town?""
",1
chambers,1
"afterwards.""
",1
"yes,""",2
Stryver:,1
to;,2
"morning.""
",1
causing,1
concussion,1
"through,",2
"remaining
",1
clerks.,1
venerable,1
"persons
",1
"bowing,",1
popularly,2
"believed,",1
empty,1
office,3
"customer
",2
barrister,1
keen,1
banker,1
"ground
",2
certainty.,1
Unprepared,1
pill,1
"swallow,",2
forensic,1
"""my
",1
"tactician,",1
relief.,2
"lady,""
",1
"ten
",1
"littered
",1
preoccupied,2
"emissary,",1
half-hour,1
bootless,1
attempts,1
"Soho.""
",1
"Soho?""",1
coldly.,1
sure!,1
thinking,8
"of!""
",1
"confirmed,",1
reiterate,1
assure,6
friendliest,1
"way,
",3
"account,",3
sore,1
"subject
",1
smoothing,1
"""no",2
"matter.""
",1
"urged.
",1
doesn't;,1
doesn't.,1
"sense,",1
laudable,3
ambition,2
"ambition,",1
Young,19
follies,1
"often
",2
repented,1
"dropped,",3
"worldly
",3
view;,1
selfish,2
view-,1
"gained
",1
"ourselves,",2
"certain,",2
"extent.
",1
vanities,1
"giddinesses
",1
empty-headed,1
girls;,1
disappointed.,1
regret,3
allowing,2
advice;,1
"done.""
",1
"aback,",1
showering,1
"generosity,",3
"forbearance,",1
"goodwill,",1
erring,1
"""Make",1
"""say",1
winking,3
"ceiling.
",1
"XIII
",2
NO,1
IF,1
SYDNEY,3
CARTON,3
"often,",4
"whole
",2
morose,1
lounger,1
"talk,",1
well;,2
caring,1
fatal,8
pierced,1
environed,1
senseless,1
pavements.,1
"Many
",1
vaguely,2
unhappily,2
"brought
",2
transitory,1
gladness,1
dreary,3
daybreak,2
beams,2
beauties,1
architecture,3
spires,1
churches,2
"buildings,",2
"unattainable,",1
scantily,1
ever;,1
"neighbourhood.
",1
"August,",1
(after,1
notifying,1
marrying,1
"matter"")",1
"Devonshire,",1
"scent
",1
waifs,1
goodness,2
health,4
"sickliest,",1
"oldest,",1
Sydney's,3
stones.,3
"irresolute
",1
"purposeless,",3
alone.,6
embarrassment,2
"But,
",4
"common-places,",1
"Carton!""
",2
"""No.",6
conducive,1
"profligates?""
",1
forgive,4
lips-,1
"pity
",2
"shame!""
",1
saddened,1
"voice
",1
am.,1
sink,1
"lower,",1
"worse.""
",2
"followed.
",2
"softened,",1
"said:
",8
"happier,",1
"glad!""
",1
"compassion!""
",2
unshaded,1
"steadily.
",1
shrink,2
"been.""
",1
worthier,1
better-,2
trembling.,1
relief,4
interview,3
"holden.
",1
"returned
",2
self-flung,1
"wasted,
",1
"drunken,",1
misuse,2
be-,2
sorrow,5
"repentance,
",1
none;,1
thankful,4
Carton?,1
"you-
",1
again!-,1
course?,1
confidence?,1
"confidence,""",1
"hesitation,",1
"Carton?""
",1
dream,2
soul.,3
degradation,1
degraded,1
Since,2
remorse,1
reproach,2
impelling,1
"upward,
",1
ever.,3
unformed,1
ideas,1
"anew,",2
sloth,1
"sensuality,",1
fighting,1
fight.,2
inspired,4
"""Will",12
remain?,1
again!,5
Try,2
"again!""
",1
Manette;,2
undeserving.,1
mastery,2
"kindled
",1
fire-,2
"inseparable
",1
quickening,1
lighting,3
idly,1
"away.""
",3
"misfortune,",1
unhappy,9
"me--""
",1
reclaimed,1
becoming,2
"describe,",1
"events,",1
attributable,1
"mean,
",1
plain-,1
realise.,1
misdirected,1
world;,1
deplore,1
"pity.""
",1
entreated,2
"believe,",3
"fervently,",1
"""Entreat",1
"proved
",1
"Will
",1
shared,2
"one?""
",3
consolation,2
mine;,1
"apprehension,",1
word.,2
surer,1
henceforth.,1
remembrance-,2
avowal,1
"faults,",1
miseries,1
May,5
"happy!""
",1
"day
",5
"perverted,",1
mournfully,1
"comforted!""",1
"feeling,",2
habits,1
scorn,1
yield,3
"those,
",1
wretch,2
creeps,1
streets.,11
comforted!,1
outwardly,1
heretofore,8
supplication,3
"relieve
",1
"unison,",1
impassable,1
rises,1
career,1
"kind
",3
sacrifice,6
embrace,4
"hold
",7
ardent,3
sincere,1
"coming,
",1
"yet
",3
adorn-,1
"dearest
",2
gladden,1
springing,3
anew,1
"""Farewell!""",1
"XIV
",2
HONEST,1
"TRADESMAN
",1
EYES,1
Jeremiah,1
stool,7
presented.,1
dazed,1
deafened,1
"processions,",1
"tending
",1
westward,1
tending,5
eastward,1
"sun,
",1
plains,1
range,1
"purple
",1
"down!
",1
"streams,",1
heathen,1
stream-,1
saving,2
dry.,1
hopeful,2
income,1
pilotage,1
timid,7
(mostly,1
term,1
life),1
"opposite
",1
Brief,1
failed,4
gifts,1
execution,1
benevolent,1
recruited,1
"finances,",1
"observed.
",2
poet,1
mused,2
men.,5
"poet,",1
"few,",3
belated,1
unprosperous,1
awaken,2
"Mrs.
",1
"""flopping""",1
unusual,3
concourse,6
"westward,",1
attention.,3
funeral,5
objection,2
"funeral,",1
"uproar.
",2
"""Young",1
"offspring,",1
"""it's
",1
"buryin'.""
",1
"""Hooroar,",1
exultant,2
"mysterious
",1
significance.,1
elder,8
"watched
",1
"opportunity,",3
smote,2
"ear.
",1
hooroaring,1
at?,1
Rip?,1
"too
",2
"""Him",1
"hooroars!
",1
D'ye,2
"hear?""
",3
warn't,3
doing,7
"harm,""",1
"protested,",2
"""Drop",1
Cruncher;,3
harms.,1
"crowd.
",2
"obeyed,",4
approached;,1
bawling,1
hissing,1
hearse,3
mourning,6
"mourner,",1
"dingy
",1
trappings,1
position.,2
"however,
",2
increasing,1
rabble,1
deriding,1
grimaces,1
incessantly,2
groaning,1
"out:
",1
"""Yah!",1
Spies!,2
Yaha!,3
"Spies!""",1
compliments,2
numerous,3
forcible,1
"repeat.
",1
Funerals,1
attraction,2
"senses,",2
"excited,",1
"Naturally,",1
uncommon,1
excited,5
"greatly,",1
"him:
",2
brother?,1
What's,1
"about?""
",1
man.,8
"""Spies!",2
"Spies!""
",2
clapping,4
"mouth
",2
vociferating,1
heat,1
"ardour,",1
"Tst,",1
tst!,1
"Spi-ies!""
",1
merits,4
"case,
",2
"Cly.
",1
"""Was",2
"spy?""",1
"Cruncher.
",3
"""Old",2
"spy,""",1
informant.,1
"""Yaha!",1
"Old
",3
"Spi-i-ies!""
",1
"sure!""",1
Trial,1
assisted.,1
"""I've",1
"Dead,",1
"""Dead",1
"mutton,""",1
"Have
",1
'em,9
acceptable,1
absence,3
"idea,
",1
"eagerness,",1
repeating,2
suggestion,1
mobbed,1
vehicles,2
stop.,1
crowd's,1
"opening
",1
mourner,1
scuffled,1
"alert,",1
scouring,1
"bye-street,",1
shedding,1
"cloak,",1
"hatband,",1
"pocket-handkerchief,",1
symbolical,1
"These,",1
scattered,2
"enjoyment,",1
tradesmen,1
hurriedly,4
"shops;
",1
"monster
",1
dreaded.,1
coffin,1
genius,1
"instead,",1
destination,3
amidst,3
"rejoicing.
",1
Practical,1
suggestions,1
"needed,",1
"suggestion,",2
"acclamation,",1
ingenuity,3
stick,3
volunteers,1
concealed,4
"Tellson's,
",2
"coach.
",1
officiating,1
undertakers,1
protest,4
ceremonies;,1
alarmingly,1
near.,2
immersion,1
"bringing
",1
refractory,1
brief.,1
remodelled,1
chimney-sweep,1
hearse-,1
advised,4
"driver,",1
perched,1
"inspection,",1
purpose-,1
"pieman,",1
cabinet,1
"minister,",1
coach.,2
"bear-leader,",1
impressed,3
additional,4
"ornament,",1
cavalcade,1
Strand;,1
"bear,",1
"mangy,
",1
Undertaking,1
"walked.
",1
"beer-drinking,",1
"pipe-smoking,",1
"song-roaring,",1
"infinite
",1
caricaturing,1
"woe,",1
disorderly,1
shops,2
"Its
",1
"Pancras,",1
burial-ground;,1
accomplished,2
interment,1
"deceased
",1
"satisfaction.
",2
providing,2
"genius
",1
(or,1
same),1
conceived,2
humour,1
impeaching,1
"casual
",1
"passers-by,",1
"spies,",1
wreaking,1
vengeance,3
"Chase
",1
inoffensive,1
roughly,1
hustled,1
maltreated.,1
transition,1
sport,1
"window-breaking,",1
thence,1
plundering,1
"public-houses,",1
natural.,1
sundry,2
"area-railings
",1
belligerent,1
"spirits,",2
rumour,3
coming.,3
"rumour,",1
melted,3
"came,",8
progress,3
"mob.
",1
"sports,",1
"churchyard,",1
confer,2
condole,1
undertakers.,1
"procured
",1
pipe,10
"public-house,",1
smoked,4
railings,1
maturely,1
"spot.
",2
"""Jerry,""",2
apostrophising,1
'un,1
"'un.""
",1
ruminated,1
"longer,",4
"closing,",1
meditations,1
mortality,1
"liver,",1
"previously
",1
"amiss,",1
desired,5
eminent,1
"short
",3
medical,3
adviser-,1
distinguished,1
surgeon-,1
relieved,5
reported,2
absence.,3
"clerks
",1
"set,",3
"tea.
",1
entering.,1
wenturs,1
"wrong
",1
afore,1
"face!""",2
"signs
",1
"apprehension.
",1
"nothing.""
",3
then;,2
meditate,1
meditate.,1
Drop,1
"altogether.""
",1
"Jerry.""
",3
tea.,1
"sulky
",1
"corroborations,",1
"do,
",1
ironical,1
"dissatisfaction.
",1
bite,1
"bread-and-butter,",1
seeming,4
"large
",3
invisible,4
oyster,1
saucer.,1
"to-night?""",1
decent,1
"took
",4
"bite.
",1
"father?""",3
"briskly.
",1
mayn't.,1
going-,1
knows-,1
"fishing.
",1
Going,1
"fishing.""
",1
fishing-rod,1
gets,1
rayther,1
rusty;,1
"don't,",1
"commons,",1
"to-morrow,""",1
"""that's",2
"abed.""
",1
remainder,1
vigilant,1
sullenly,1
prevented,3
meditating,2
"petitions
",1
dwelling,2
reflections.,1
devoutest,1
"efficacy
",1
prayer,3
distrust,2
professed,3
unbeliever,1
ghosts,4
"ghost
",1
"story.
",1
games,3
to-morrow!,2
jinte,1
meat,1
bread.,3
"honest
",2
provide,1
declaring,2
water.,2
Rome,2
"ugly
",1
don't.,1
grumbling,1
"again:
",1
wittles,2
drink!,1
scarce,2
mayn't,1
tricks,1
unfeeling,1
conduct.,1
"boy:
",1
"your'n,",1
he?,3
He's,1
lath.,1
blow,5
adjured,2
perform,1
"neglected,
",1
especial,1
discharge,3
maternal,1
function,1
affectingly,1
indicated,2
"parent.
",1
"similar
",3
"injunctions,",1
obeyed,1
beguiled,2
"pipes,",1
"excursion
",1
o'clock.,2
"rose
",2
"locked
",1
"cupboard,",1
"sack,",1
crowbar,1
"size,",2
"chain,",1
tackle,1
"Disposing
",1
articles,4
skilful,1
"parting
",2
feint,1
undressing,1
cover,2
"uneasiness
",1
concerning,4
"lodgers,",1
ajar,1
Impelled,1
"calling,",1
"fronts,",1
"walls,",11
view.,1
"steering
",1
"Northward,",1
disciple,1
Izaak,1
"Walton,",1
trudged,2
Within,6
"starting,",1
"watchmen,",1
fisherman,2
here-,1
"silently,",1
"superstitious,",1
follower,1
craft,1
split,2
"three
",3
overhanging,1
brick,1
surmounted,1
railing.,1
"blind
",2
"lane,",2
wall-,1
high-,2
Crouching,2
peeping,4
watery,2
"clouded
",1
"moon,",4
scaling,1
"softly
",3
"gate,",10
little-,1
"listening
",1
perhaps.,1
"knees.
",1
gate:,1
"did,
",2
breath.,1
fishermen,2
creeping,2
"rank
",1
grass!,2
gravestones,1
churchyard-,1
churchyard,1
"white,",1
"giant.
",1
creep,2
upright.,1
"And
",6
"fish.
",1
fished,1
Presently,1
"parent
",1
adjusting,2
"corkscrew.
",1
"awful
",2
stiff,2
"father's.
",1
long-cherished,1
lured,1
"perseveringly,",1
gate,11
bite.,1
screwing,1
complaining,2
"figures
",1
weight.,1
degrees,4
"broke
",1
surface.,1
"honoured
",1
wrench,1
mile,1
"coffin
",1
hopping,4
bolt,1
"upright,",1
"point
",1
overtaking,2
side-,1
arm-,1
pursuer,1
shun.,1
inconsistent,1
"ubiquitous
",1
fiend,1
"dreadful,",2
roadway,1
"alleys,",1
"fearful
",1
dropsical,1
"boy's-Kite
",1
tail,1
wings.,1
doorways,1
"horrible
",3
laughing.,2
cunningly,1
trip,2
upstairs,1
bump,1
"stair,",2
"scrambled
",1
oppressed,2
"slumber,",1
"awakened
",1
"sunrise,",1
"least,",3
"inferred,",1
knocking,2
head-board,1
"bed.
",4
"would,""",1
"implored.
",1
oppose,2
profit,2
"Jerry,
",1
suffer.,1
obey;,1
business?,2
honouring,2
dishonour,1
obeying,1
disobey,1
vital,1
"business?""
",1
retorted,3
occupy,1
female,4
"calculations
",1
didn't.,1
"obeying
",1
Call,2
"religious
",1
woman?,1
irreligious,1
one!,1
nat'ral,1
"Thames
",1
"pile,",2
knocked,2
altercation,1
"terminated
",1
tradesman's,2
kicking,1
clay-soiled,1
"lying
",1
peep,2
rusty,3
"pillow,
",1
"else.
",2
"temper,",1
"iron
",1
pot-lid,1
projectile,1
correction,1
symptoms,1
Grace.,1
brushed,1
washed,2
pursue,1
ostensible,1
"calling.
",1
"different
",1
previous,5
pursuer.,1
cunning,1
"fresh
",2
qualms,1
night-,3
particulars,1
improbable,1
"""Father,""",1
along:,1
arm's,1
"them:
",3
"""what's",1
"Resurrection-Man?""
",1
"""How
",1
knowed,1
"everything,",1
artless,1
"boy.
",3
"""Hem!",1
"Well,""",1
spikes,1
"play,",1
"""he's",1
"tradesman.""
",1
"goods,",1
"""His",1
"goods,""",1
"""is",6
branch,1
Scientific,1
"goods.""
",1
"""Persons'",1
"bodies,",1
lively,2
"sort,""",1
Resurrection-Man,1
"I'm
",1
growed,2
"up!""
",1
"soothed,",1
dubious,1
depends,4
develop,2
talents.,1
"careful
",1
"talents,",1
"nobody,",1
"for.""",1
"encouraged,",1
plant,1
himself:,1
"hopes
",2
wot,17
blessing,4
recompense,2
"mother!""
",2
"XV
",2
"KNITTING
",2
THERE,2
HAD,1
BEEN,1
sallow,2
barred,4
descried,2
"within,
",1
"thin
",1
"unusually
",2
sour,1
"souring,",1
mood,1
gloomy.,1
vivacious,1
flame,2
leaped,2
grape,1
Defarge:,3
smouldering,1
dregs,1
"begun
",1
"Monday,",1
Wednesday,1
come.,1
"early
",1
drinking;,1
slunk,1
souls.,2
"glided
",1
"looks.
",1
flow,1
"company,",4
visible.,1
missed;,1
"crossed
",1
threshold,1
wondered,1
presiding,2
"distribution
",1
battered,1
coins,1
defaced,1
impress,1
coinage,1
humanity,2
"come.
",1
"perhaps
",2
palace,1
criminal's,1
gaol.,1
Games,1
cards,5
"languished,",1
players,1
"dominoes
",1
musingly,1
drinkers,1
"tables
",1
sleeve,1
inaudible,1
vinous,1
"midday.
",1
"noontide,",1
"streets
",1
lamps:,1
"whom,",1
AH,1
adust,1
"athirst,",1
wine-shop.,1
spreading,1
flickered,1
flames,3
"windows.
",1
"entered
",1
"gentlemen!""",1
signal,1
loosening,1
elicited,2
chorus,1
"weather,",3
"gentlemen,""",2
"cast
",2
silent.,1
"wife,""",4
"aloud,",4
leagues,5
"called
",1
accident-,1
half's,1
"Jacques.
",1
"Jacques,",3
doffed,1
drank.,1
blouse,1
"coarse
",2
munching,1
counter.,1
refreshed,1
draught,1
wine-,1
"stranger,",4
countryman,1
"repast,",1
"""Come,",5
"occupy.
",1
"marvel.""
",1
"garret,-",1
formerly,3
singly.,1
"link,",1
"voice:
",2
"""Jacques",1
"One,",4
"Two,",4
Three!,1
"witness
",2
encountered,2
"appointment,",1
Four.,1
"Speak,",1
"Five!""
",1
swarthy,1
"forehead
",1
"commence,",1
"monsieur?""
",2
"""Commence,""",1
unreasonable,1
"reply,",2
"""at",3
"commencement.""
",2
"messieurs,""",1
"summer,",2
underneath,1
chain.,1
Behold,1
"slowly
",2
chain-like,1
"this.""
",2
performance;,1
infallible,1
resource,1
indispensable,3
"year.
",2
"before?
",1
"""Never,""",1
recovering,3
"perpendicular.
",1
Three,12
"then?
",1
"""By",4
"figure,""",1
demands,2
"evening,
",2
"'Say,",1
like?',1
"response,",1
'Tall,1
"spectre.'""
",1
"dwarf,""",1
know?,2
deed,5
"accomplished,",3
"neither
",1
confide,4
Observe!,1
"even,",1
testimony.,1
indicates,1
"finger,",1
"says,",2
'To,1
"Bring
",1
rascal!',1
"faith,",1
"messieurs,",3
interrupted.,1
"""Good!""",2
mystery.,1
"""The
",2
sought-,1
months?,1
"Nine,",1
"ten,
",2
"eleven?""
",1
"number,""",1
"hidden,",1
unluckily,1
bed.,4
collecting,1
cottage,1
soldiers.,3
bound-,1
tied,6
sides-,1
elbows,2
"hips,",1
cords,1
"behind
",2
"stones,",2
"soldiers
",4
spectacle,3
"at),",1
"approach,",1
"bound,",1
sight-,1
"edge,",1
messieurs.,3
"Also,",2
giants.,1
moves,3
"tramp,",1
tramp!,1
"advance
",1
recognise,3
recognises,2
content,2
precipitate,1
hill-side,2
"encountered,",2
"spot!""
",1
vividly;,1
man;,3
"does
",3
'Come,1
on!',1
chief,5
'bring,1
tomb!',1
faster.,1
swelled,2
"tight,",3
"clumsy,",1
"lame.
",1
"lame,",1
"slow,",1
guns-like,1
impelled,1
butt-ends,1
madmen,1
"race,",3
falls.,2
laugh,3
bleeding,2
thereupon,1
village;,1
runs,1
look;,2
"past
",2
prison;,1
"gate
",1
"sounding
",1
snap,3
teeth.,1
Observant,1
mar,1
"Jacques.""
",2
"village,""",1
tiptoe,1
"""withdraws;",1
sleeps;,1
dreams,2
"within
",2
locks,3
perish.,1
eating,2
"go,",6
circuit,1
"cage,",2
bloody,2
through.,1
"him;
",1
regards,1
"repressed,",1
"revengeful,",1
"listened
",1
countryman's,1
story;,2
authoritative,1
"tribunal;
",1
"pallet-bed,",1
"road-mender;
",1
"Three,",12
"intent,",1
gliding,1
network,1
nerves,1
nose;,1
"narrator,",1
"whom
",4
remains,3
cage,1
days.,4
"looks
",2
"stealth,",1
afraid.,1
crag;,1
achieved,1
assembles,1
gossip,2
"Formerly,",1
posting-house;,1
"prison.
",1
condemned,4
executed;,1
petitions,1
enraged,1
"child;
",1
petition,3
King,9
possible.,1
"no.""
",2
"""Listen",3
Number,3
"sternly
",1
interposed.,1
"""Know",1
"Queen.
",2
"excepted,",1
Queen.,1
"horses,
",1
"Jacques!""",4
"Three:
",1
"nerves,",1
hungered,1
something-,1
food,2
"petitioner,",1
blows.,1
"messieurs.""
",1
"""Again;",1
"fountain,""",1
"resumed
",1
"countryman,",1
executed,3
"executed.
",1
slain,1
tenants-,1
serfs-,1
will-,1
parricide.,1
wounds,2
"oil,",1
"lead,
",1
"resin,",1
"wax,",1
sulphur;,1
limb,2
horses.,1
"actually
",2
Fifteen.,1
lies?,1
"scholar.""
",1
"restless
",2
craving,6
"Damiens,
",1
Paris;,1
quality,3
"fun
",1
"prolonged
",1
"nightfall,",1
breathed!,1
"why,",3
"""Thirty-five,""",1
"sixty.
",1
"""Enough!""",1
impatience.,1
Devil!,2
else;,1
appears,1
tune.,1
"asleep,",5
"soldiers,",2
guns,2
Workmen,1
"hammer,",3
"sing;
",1
"forty
",1
poisoning,2
"water.""
",4
"ceiling,
",1
"sky.
",1
assemble,1
leads,1
"out,
",2
"midday,",1
roll,7
"drums.
",1
marched,2
gag-tied,1
tight,1
"laughed.""",1
creasing,1
"thumbs,",1
blade,3
"upwards,",1
"hanging,
",1
perspiration,1
afresh,1
"spectacle.
",1
"frightful,",1
"draw
",3
water!,1
shadow!,1
said?,1
Monday,1
prison-,1
"across
",1
rests,1
hungry,4
gnawed,1
quivered,3
warned,2
"do),",1
"(as
",1
should),1
comrade.,1
"riding
",2
"walking,",1
"""Good!",1
recounted,1
faithfully.,1
"door?""
",1
"willingly,""",1
Whom,2
"risen,",1
"garret.
",1
One.,2
"registered?""
",1
"registered,",1
"destruction,""",1
"""Magnificent!""",3
"craving.
",1
"race?""",1
"first.
",2
"race,""",1
"""Extermination.""
",1
rapturous,1
"croak,",1
gnawing,1
"sure,""",3
"register?
",1
ourselves,1
decipher,2
"or,",1
"""Jacques,""",2
madame,12
undertook,1
register,3
memory,7
lose,5
"Knitted,",1
stitches,1
"symbols,",1
Confide,1
easier,4
"weakest
",1
poltroon,1
erase,1
"existence,",2
"erase
",1
"approval,",1
"hungered,",1
asked:,1
soon?,1
simple;,1
"dangerous?""
",1
"nothing,""",1
Defarge;,6
elevate,1
height.,1
"charge
",1
world-,2
"Queen,",3
Court;,1
"Sunday.""
",1
"""What?""",1
staring.,1
"sign,
",1
Royalty,2
"Nobility?""
",1
"""judiciously",1
cat,2
"milk,",1
"wish
",2
thirst,1
Judiciously,1
dog,2
"prey,",2
"day.""
",3
topmost,1
pallet-bed,1
needed,3
"persuasion,",1
Worse,1
provincial,1
degree.,2
Saving,1
constantly,4
"haunted,",1
agreeable.,1
determined,7
"connection
",1
"shoes
",1
contended,3
pretend,2
brightly,1
"ornamented
",1
murder,5
"afterwards
",1
flay,1
infallibly,1
played,5
"Therefore,",3
"enchanted
",1
"accompany
",1
Versailles.,1
"additionally
",1
disconcerting,2
"public
",3
conveyance;,1
additionally,1
"madame,""",4
"make,",4
"madame?""
",2
"""Many",1
"things.""
",2
"instance-""
",1
"instance,""",1
"""shrouds.""
",1
cap:,1
oppressive.,1
Queen,2
"for,
",2
large-faced,1
fair-faced,1
Bull's,3
Eye,3
glittering,2
lords;,1
jewels,2
silks,1
powder,2
splendour,1
"spurning
",1
disdainful,1
"sexes,",1
bathed,1
temporary,1
"intoxication,",2
everything!,1
ubiquitous,1
"gardens,",1
"courtyards,",1
"terraces,",1
"fountains,",1
"green
",1
"banks,",1
"Eye,",1
"ladies,
",1
"sentiment.
",1
During,2
plenty,1
shouting,2
weeping,2
sentimental,1
throughout,2
"collar,",1
brief,2
devotion,1
tearing,4
"pieces.
",1
"""Bravo!""",1
"over,
",1
patron;,1
"boy!""
",1
"mistrustful
",1
demonstrations;,1
"no.
",1
ear;,1
fools,2
"insolent,",1
"ended.""
",1
"""Hey!""",1
reflectively;,1
"""These",3
despise,1
"dogs,",1
deceive,4
longer;,1
"much.""
",1
superciliously,1
"confirmation.
",1
"she,",2
shout,2
shed,5
"anything,
",1
noise.,1
Say!,2
Would,3
"madame,",32
"dolls,",1
pluck,2
despoil,1
"advantage,",2
gayest.,1
"""Truly",1
"madame.""
",4
flock,1
"fly,",1
strip,1
feathers,1
"feathers;
",1
"true,",2
dolls,1
"to-day,""",1
apparent;,1
"""now,",1
"home!""
",1
"XVI
",1
STILL,2
MADAME,1
DEFARGE,1
amicably,1
speck,1
toiled,1
"avenue
",1
"wayside,",1
ample,1
listening,5
quest,3
"burn,",1
borne,4
"starved
",1
altered.,1
"just
",1
village-,1
existence,2
had-,1
anger,4
pain;,1
dangling,2
"avenged,",1
henceforth,1
"dints
",1
sculptured,1
"recognised,
",1
"peep
",1
"petrified,",1
skinny,1
moss,2
hares,1
Chateau,1
"hut,",1
well-,1
"thousands
",1
acres,1
land-,1
province,1
France-,2
itself-,1
hair-breadth,1
line.,1
greatnesses,1
"littlenesses,",1
"lie
",1
star.,1
analyse,1
"composition,",1
"sublimer
",1
intelligences,1
"ours,
",1
"act,",1
vice,1
"virtue,",1
"responsible
",1
"Defarges,",4
"starlight,",1
"vehicle,",2
"whereunto
",1
tended.,1
stoppage,1
"guardhouse,",1
lanterns,1
examination,3
inquiry.,1
alighted;,1
"knowing
",1
soldiery,2
police.,1
affectionately,2
"embraced.
",1
enfolded,1
Defarges,4
"dusky
",1
"wings,",1
finally,6
alighted,2
"Saint's
",1
"boundaries,",1
offal,1
"husband:
",1
"thee?""
",1
commissioned,1
quarter.,1
"""Eh",4
"well!""",3
"cool
",1
"call
",2
"man?""
",2
"English.""
",2
"""Barsad,""",3
pronunciation.,1
careful,3
"accurately,",1
spelt,1
"correctness.
",1
madame.,5
"""Good.",3
"""John.""
",1
"""John",2
"Barsad,""",5
murmuring,2
herself.,2
appearance;,2
"known?""
",1
"""Age,",1
"height,",1
nine;,1
"hair;
",1
complexion,2
dark;,2
"generally,",1
visage;,1
"thin,",2
sallow;,1
"aquiline,",1
"straight,",5
cheek;,1
"therefore,
",1
"sinister.""
",1
faith.,1
"portrait!""",1
registered,1
"midnight),",1
moneys,1
entries,2
"book,",1
serving,1
"possible
",1
dismissed,2
contents,1
knotting,1
"knots,
",1
complacently,1
"admiring,
",1
interfering;,1
ill-smelling.,1
"olfactory
",1
"tasted,",1
rum,1
"brandy
",1
aniseed.,1
whiffed,1
compound,1
smoked-out,1
"pipe.
",1
"fatigued,""",1
"knotted
",1
"odours.""
",1
"tired,""",1
"acknowledged.
",1
"depressed,",1
"accounts,",1
"men!""
",1
"dear!""",4
firmly;,1
"dear!
",2
"time,""",3
wife;,3
time?,1
Vengeance,15
retribution,1
"rule.""
",1
"Lightning,""
",1
"long,""",1
"""does",1
store,1
lightning?,1
"thoughtfully,",1
earthquake,1
town.,1
Eh,1
well!,5
"earthquake?""
",1
"pieces
",1
"preparing,
",1
consolation.,1
knot,4
flashing,1
throttled,1
"foe.
",1
"thee,""",2
"emphasis,",2
thee,2
"retreats,",1
stops.,1
advancing.,1
"lives
",1
"world
",1
rage,1
discontent,1
Jacquerie,1
addresses,1
"hour.
",2
last?,1
Bah!,1
mock,1
"bent,",2
docile,1
attentive,2
pupil,1
"catechist,",1
"But
",5
possible-,2
"wife,
",2
tying,1
"knot,",1
"strangled.
",1
"apologetic
",1
shrug.,1
"triumph.""
",1
helped,5
vain.,3
"believe,
",2
triumph.,2
aristocrat,2
